3,996747e+002;0,000000e+000
4,001569e+002;3,874231e-003
4,006390e+002;5,451690e-003
4,011211e+002;6,494489e-003
4,016032e+002;8,000135e-003
4,020853e+002;9,142652e-003
4,025674e+002;1,024297e-002
4,030496e+002;1,073213e-002
4,035317e+002;1,091481e-002
4,040138e+002;1,053955e-002
4,044959e+002;1,002636e-002
4,049780e+002;9,349879e-003
4,054601e+002;8,904776e-003
4,059423e+002;8,633794e-003
4,064244e+002;8,720309e-003
4,069065e+002;8,951494e-003
4,073886e+002;9,343032e-003
4,078707e+002;9,632697e-003
4,083528e+002;9,839898e-003
4,088350e+002;9,785194e-003
4,093171e+002;9,581631e-003
4,097992e+002;9,197693e-003
4,102813e+002;8,784443e-003
4,107634e+002;8,300154e-003
4,112455e+002;7,917536e-003
4,117277e+002;7,551083e-003
4,122098e+002;7,284828e-003
4,126919e+002;7,064121e-003
4,131740e+002;6,932721e-003
4,136561e+002;6,845694e-003
4,141382e+002;6,889477e-003
4,146204e+002;6,855084e-003
4,151025e+002;6,754382e-003
4,155846e+002;6,500348e-003
4,160667e+002;6,131226e-003
4,165488e+002;5,630815e-003
4,170309e+002;5,133927e-003
4,175131e+002;4,671972e-003
4,179952e+002;4,475620e-003
4,184773e+002;4,513247e-003
4,189594e+002;4,825685e-003
4,194415e+002;5,321074e-003
4,199236e+002;5,951367e-003
4,204058e+002;6,586388e-003
4,208879e+002;7,136248e-003
4,213700e+002;7,510906e-003
4,218521e+002;7,829057e-003
4,223342e+002;8,082449e-003
4,228163e+002;8,378631e-003
4,232985e+002;8,763360e-003
4,237806e+002;9,238526e-003
4,242627e+002;9,792024e-003
4,247448e+002;1,036182e-002
4,252269e+002;1,079754e-002
4,257090e+002;1,107317e-002
4,261912e+002;1,116321e-002
4,266733e+002;1,113961e-002
4,271554e+002;1,105599e-002
4,276375e+002;1,104209e-002
4,281196e+002;1,111097e-002
4,286017e+002;1,127362e-002
4,290839e+002;1,145245e-002
4,295660e+002;1,159446e-002
4,300481e+002;1,165736e-002
4,305302e+002;1,161340e-002
4,310123e+002;1,145694e-002
4,314944e+002;1,129721e-002
4,319766e+002;1,117688e-002
4,324587e+002;1,118771e-002
4,329408e+002;1,132493e-002
4,334229e+002;1,160293e-002
4,339050e+002;1,195123e-002
4,343871e+002;1,232669e-002
4,348693e+002;1,265838e-002
4,353514e+002;1,294143e-002
4,358335e+002;1,311802e-002
4,363156e+002;1,320180e-002
4,367977e+002;1,315739e-002
4,372798e+002;1,303793e-002
4,377620e+002;1,280812e-002
4,382441e+002;1,250655e-002
4,387262e+002;1,215389e-002
4,392083e+002;1,184338e-002
4,396904e+002;1,159631e-002
4,401725e+002;1,145312e-002
4,406547e+002;1,143097e-002
4,411368e+002;1,154849e-002
4,416189e+002;1,175188e-002
4,421010e+002;1,200123e-002
4,425831e+002;1,228297e-002
4,430652e+002;1,260258e-002
4,435474e+002;1,289949e-002
4,440295e+002;1,318741e-002
4,445116e+002;1,333336e-002
4,449937e+002;1,344598e-002
4,454758e+002;1,343242e-002
4,459579e+002;1,333461e-002
4,464401e+002;1,309292e-002
4,469222e+002;1,279932e-002
4,474043e+002;1,249629e-002
4,478864e+002;1,225496e-002
4,483685e+002;1,211817e-002
4,488506e+002;1,203194e-002
4,493328e+002;1,196688e-002
4,498149e+002;1,187215e-002
4,502970e+002;1,174799e-002
4,507791e+002;1,159639e-002
4,512612e+002;1,141097e-002
4,517433e+002;1,123722e-002
4,522255e+002;1,108779e-002
4,527076e+002;1,100266e-002
4,531897e+002;1,093933e-002
4,536718e+002;1,096576e-002
4,541539e+002;1,104815e-002
4,546360e+002;1,120270e-002
4,551182e+002;1,140454e-002
4,556003e+002;1,163146e-002
4,560824e+002;1,184370e-002
4,565645e+002;1,202740e-002
4,570466e+002;1,215227e-002
4,575287e+002;1,219365e-002
4,580109e+002;1,216729e-002
4,584930e+002;1,210768e-002
4,589751e+002;1,202154e-002
4,594572e+002;1,193056e-002
4,599393e+002;1,187427e-002
4,604214e+002;1,179964e-002
4,609036e+002;1,169701e-002
4,613857e+002;1,157089e-002
4,618678e+002;1,142925e-002
4,623499e+002;1,129691e-002
4,628320e+002;1,117297e-002
4,633141e+002;1,112615e-002
4,637963e+002;1,114184e-002
4,642784e+002;1,121613e-002
4,647605e+002;1,135171e-002
4,652426e+002;1,152680e-002
4,657247e+002;1,178962e-002
4,662068e+002;1,210759e-002
4,666890e+002;1,245843e-002
4,671711e+002;1,282492e-002
4,676532e+002;1,313608e-002
4,681353e+002;1,335133e-002
4,686174e+002;1,339838e-002
4,690995e+002;1,329337e-002
4,695817e+002;1,300061e-002
4,700638e+002;1,261776e-002
4,705459e+002;1,222542e-002
4,710280e+002;1,200916e-002
4,715101e+002;1,184446e-002
4,719922e+002;1,188362e-002
4,724744e+002;1,207565e-002
4,729565e+002;1,228154e-002
4,734386e+002;1,257622e-002
4,739207e+002;1,285153e-002
4,744028e+002;1,306960e-002
4,748849e+002;1,327838e-002
4,753671e+002;1,332690e-002
4,758492e+002;1,335869e-002
4,763313e+002;1,331132e-002
4,768134e+002;1,330263e-002
4,772955e+002;1,331211e-002
4,777776e+002;1,339227e-002
4,782598e+002;1,342644e-002
4,787419e+002;1,351622e-002
4,792240e+002;1,358881e-002
4,797061e+002;1,370464e-002
4,801882e+002;1,384082e-002
4,806703e+002;1,395978e-002
4,811525e+002;1,405299e-002
4,816346e+002;1,412880e-002
4,821167e+002;1,418098e-002
4,825988e+002;1,425721e-002
4,830809e+002;1,434871e-002
4,835630e+002;1,444328e-002
4,840452e+002;1,454484e-002
4,845273e+002;1,461319e-002
4,850094e+002;1,469959e-002
4,854915e+002;1,476650e-002
4,859736e+002;1,481942e-002
4,864557e+002;1,481789e-002
4,869379e+002;1,481169e-002
4,874200e+002;1,478526e-002
4,879021e+002;1,478223e-002
4,883842e+002;1,480684e-002
4,888663e+002;1,486452e-002
4,893484e+002;1,495724e-002
4,898306e+002;1,507258e-002
4,903127e+002;1,518167e-002
4,907948e+002;1,527069e-002
4,912769e+002;1,534830e-002
4,917590e+002;1,537530e-002
4,922411e+002;1,530237e-002
4,927233e+002;1,529898e-002
4,932054e+002;1,521716e-002
4,936875e+002;1,525071e-002
4,941696e+002;1,527132e-002
4,946517e+002;1,533577e-002
4,951339e+002;1,545496e-002
4,956160e+002;1,557510e-002
4,960981e+002;1,571194e-002
4,965802e+002;1,581137e-002
4,970623e+002;1,588007e-002
4,975444e+002;1,590267e-002
4,980266e+002;1,589647e-002
4,985087e+002;1,590245e-002
4,989908e+002;1,586068e-002
4,994729e+002;1,584229e-002
4,999550e+002;1,585689e-002
5,004371e+002;1,583227e-002
5,009193e+002;1,582974e-002
5,014014e+002;1,582197e-002
5,018835e+002;1,580128e-002
5,023656e+002;1,572721e-002
5,028477e+002;1,565623e-002
5,033299e+002;1,560675e-002
5,038120e+002;1,558651e-002
5,042941e+002;1,563377e-002
5,047762e+002;1,574340e-002
5,052583e+002;1,587942e-002
5,057404e+002;1,607524e-002
5,062226e+002;1,625702e-002
5,067047e+002;1,643797e-002
5,071868e+002;1,662929e-002
5,076689e+002;1,676936e-002
5,081510e+002;1,685174e-002
5,086331e+002;1,689707e-002
5,091153e+002;1,686240e-002
5,095974e+002;1,680987e-002
5,100795e+002;1,675017e-002
5,105616e+002;1,676053e-002
5,110437e+002;1,676172e-002
5,115258e+002;1,675145e-002
5,120079e+002;1,676189e-002
5,124901e+002;1,682048e-002
5,129722e+002;1,691558e-002
5,134543e+002;1,701874e-002
5,139364e+002;1,715327e-002
5,144185e+002;1,732865e-002
5,149006e+002;1,752567e-002
5,153828e+002;1,774111e-002
5,158649e+002;1,795173e-002
5,163470e+002;1,812051e-002
5,168291e+002;1,824230e-002
5,173112e+002;1,835824e-002
5,177933e+002;1,841204e-002
5,182755e+002;1,837638e-002
5,187576e+002;1,835774e-002
5,192397e+002;1,827367e-002
5,197218e+002;1,815200e-002
5,202039e+002;1,802582e-002
5,206860e+002;1,790478e-002
5,211682e+002;1,782266e-002
5,216503e+002;1,778630e-002
5,221324e+002;1,781589e-002
5,226145e+002;1,790681e-002
5,230966e+002;1,802577e-002
5,235787e+002;1,818938e-002
5,240609e+002;1,838748e-002
5,245430e+002;1,855052e-002
5,250251e+002;1,871842e-002
5,255072e+002;1,885982e-002
5,259893e+002;1,896855e-002
5,264714e+002;1,904785e-002
5,269536e+002;1,910138e-002
5,274357e+002;1,917046e-002
5,279178e+002;1,926807e-002
5,283999e+002;1,937293e-002
5,288821e+002;1,951774e-002
5,293641e+002;1,968468e-002
5,298463e+002;1,986666e-002
5,303284e+002;2,003340e-002
5,308105e+002;2,017904e-002
5,312926e+002;2,028736e-002
5,317748e+002;2,037514e-002
5,322568e+002;2,044706e-002
5,327390e+002;2,053112e-002
